CustomerID;FirstName;LastName;Gender;Age;City;Region;SignupDate;Segment
200841;Ελένη;Ιωαννίδης;F;43;Πάτρα;Δυτική Ελλάδα;2024-07-29;Silver
200842;Θανάσης;Οικονόμου;M;52;Βόλος;Θεσσαλία;2024-11-28;Bronze
200843;Σοφία;Παπαδόπουλος;F;60;Ρόδος;Νότιο Αιγαίο;2024-04-14;Gold
200844;Νίκος;Γεωργίου;M;47;Χανιά;Κρήτη;2025-02-01;Bronze
200845;Κώστας;Παπανικολάου;M;69;Λάρισα;Θεσσαλία;2025-12-22;Platinum
200846;Μαρία;Σταματίου;F;28;Σέρρες;Κεντρική Μακεδονία;2024-01-25;Bronze
200847;Άννα;Παπανικολάου;F;70;Λάρισα;Θεσσαλία;2025-12-16;Platinum
200848;Γιώργος;Δημητρίου;M;60;Πάτρα;Δυτική Ελλάδα;2024-07-05;Bronze
200849;Γεωργία;Ιωαννίδης;F;21;Αθήνα;Αττική;2024-06-10;Gold
200850;Νίκος;Παπανικολάου;M;25;Βόλος;Θεσσαλία;2024-08-07;Gold
200851;Ανδρέας;Χατζής;M;34;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-10-10;Gold
200852;Μαρία;Σπυρόπουλος;F;36;Αθήνα;Αττική;2025-05-19;Bronze
200853;Άννα;Νικολάου;F;47;Ρόδος;Νότιο Αιγαίο;2025-07-17;Bronze
200854;Γεωργία;Ιωαννίδης;F;59;Αθήνα;Αττική;2024-08-24;Silver
200855;Γιώργος;Παπαδόπουλος;M;43;Λάρισα;Θεσσαλία;2025-11-24;Silver
200856;Μαρία;Αλεξίου;F;62;Ρόδος;Νότιο Αιγαίο;2024-05-01;Bronze
200857;Κατερίνα;Οικονόμου;F;31;Ιωάννινα;Ήπειρος;2024-02-16;Silver
200858;Ελένη;Δημητρίου;F;52;Λάρισα;Θεσσαλία;2025-10-03;Silver
200859;Δημήτρης;Παπανικολάου;M;57;Ρόδος;Νότιο Αιγαίο;2024-06-27;Platinum
200860;Δήμητρα;Βλάχος;F;41;Σέρρες;Κεντρική Μακεδονία;2025-08-03;Bronze
200861;Ανδρέας;Μιχαηλίδης;M;22;Αθήνα;Αττική;2024-03-01;Bronze
200862;Γεωργία;Χατζής;F;18;Σέρρες;Κεντρική Μακεδονία;2024-01-20;Bronze
200863;Αγγελική;Οικονόμου;F;22;Χανιά;Κρήτη;2025-01-31;Silver
200864;Σοφία;Οικονόμου;F;67;Τρίκαλα;Θεσσαλία;2024-09-04;Platinum
200865;Κατερίνα;Αλεξίου;F;60;Ηράκλειο;Κρήτη;2025-08-06;Gold
200866;Γεωργία;Ιωαννίδης;F;32;Αθήνα;Αττική;2024-01-03;Bronze
200867;Χριστίνα;Σταματίου;F;39;Βόλος;Θεσσαλία;2024-01-09;Bronze
200868;Μαρία;Δημητρίου;F;49;Ηράκλειο;Κρήτη;2025-01-23;Bronze
200869;Χρήστος;Σταματίου;M;36;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-04-15;Silver
200870;Θανάσης;Οικονόμου;M;58;Πάτρα;Δυτική Ελλάδα;2025-11-08;Platinum
200871;Δημήτρης;Βλάχος;M;37;Βόλος;Θεσσαλία;2024-04-07;Bronze
200872;Θανάσης;Οικονόμου;M;59;Ιωάννινα;Ήπειρος;2025-11-24;Bronze
200873;Γιώργος;Λαμπρόπουλος;M;53;Ιωάννινα;Ήπειρος;2025-06-06;Bronze
200874;Κώστας;Γεωργίου;M;23;Ιωάννινα;Ήπειρος;2025-02-06;Bronze
200875;Θανάσης;Παπαδόπουλος;M;36;Σέρρες;Κεντρική Μακεδονία;2024-12-08;Platinum
200876;Δήμητρα;Χατζής;F;53;Χανιά;Κρήτη;2025-04-06;Bronze
200877;Νίκος;Σταματίου;M;55;Τρίκαλα;Θεσσαλία;2025-08-30;Gold
200878;Κατερίνα;Μιχαηλίδης;F;20;Ηράκλειο;Κρήτη;2024-09-03;Bronze
200879;Γιώργος;Νικολάου;M;47;Βόλος;Θεσσαλία;2024-12-28;Silver
200880;Παναγιώτης;Σπυρόπουλος;M;47;Αθήνα;Αττική;2025-12-12;Silver
200881;Μιχάλης;Γεωργίου;M;23;Βόλος;Θεσσαλία;2024-06-14;Bronze
200882;Κώστας;Αλεξίου;M;45;Τρίκαλα;Θεσσαλία;2024-06-21;Bronze
200883;Νίκος;Ιωαννίδης;M;51;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-06-18;Silver
200884;Μαρία;Ιωαννίδης;F;54;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-03-20;Bronze
200885;Βασίλης;Καρράς;M;31;Χανιά;Κρήτη;2025-01-15;Bronze
200886;Θανάσης;Παπανικολάου;M;54;Τρίκαλα;Θεσσαλία;2025-04-19;Silver
200887;Κατερίνα;Γεωργίου;F;42;Χανιά;Κρήτη;2025-06-13;Bronze
200888;Ανδρέας;Βλάχος;M;48;Χανιά;Κρήτη;2025-12-17;Silver
200889;Νίκος;Λαμπρόπουλος;M;42;Ρόδος;Νότιο Αιγαίο;2024-06-07;Silver
200890;Κατερίνα;Ζαχαρίου;F;35;Βόλος;Θεσσαλία;2024-11-14;Gold
200891;Βασίλης;Νικολάου;M;28;Τρίκαλα;Θεσσαλία;2025-05-03;Bronze
200892;Κώστας;Λαμπρόπουλος;M;31;Ρόδος;Νότιο Αιγαίο;2024-10-28;Silver
200893;Κώστας;Νικολάου;M;21;Λάρισα;Θεσσαλία;2024-03-31;Bronze
200894;Σοφία;Αλεξίου;F;64;Πάτρα;Δυτική Ελλάδα;2025-06-21;Silver
200895;Χρήστος;Ιωαννίδης;M;54;Ρόδος;Νότιο Αιγαίο;2025-12-28;Bronze
200896;Κώστας;Παπαδόπουλος;M;26;Αθήνα;Αττική;2025-10-11;Bronze
200897;Παναγιώτης;Νικολάου;M;32;Πάτρα;Δυτική Ελλάδα;2024-05-13;Silver
200898;Δήμητρα;Νικολάου;F;62;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-09-06;Bronze
200899;Γιώργος;Νικολάου;M;50;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-03-03;Bronze
200900;Χρήστος;Κωνσταντίνου;M;43;Ηράκλειο;Κρήτη;2024-01-03;Silver
200901;Ανδρέας;Πετρόπουλος;M;32;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-04-12;Silver
200902;Γεωργία;Γεωργίου;F;57;Χανιά;Κρήτη;2024-08-17;Bronze
200903;Γιώργος;Σταματίου;M;56;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-03-01;Silver
200904;Μιχάλης;Αναστασίου;M;42;Ρόδος;Νότιο Αιγαίο;2024-02-11;Gold
200905;Θανάσης;Ζαχαρίου;M;31;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-01-30;Bronze
200906;Ελένη;Πετρόπουλος;F;42;Ιωάννινα;Ήπειρος;2024-06-15;Bronze
200907;Δημήτρης;Γεωργίου;M;44;Καβάλα;Ανατολική Μακεδονία & Θράκη;2024-01-15;Silver
200908;Χριστίνα;Λαμπρόπουλος;F;41;Ιωάννινα;Ήπειρος;2025-02-06;Silver
200909;Χρήστος;Βλάχος;M;62;Ιωάννινα;Ήπειρος;2024-06-05;Bronze
200910;Δήμητρα;Ιωαννίδης;F;21;Λάρισα;Θεσσαλία;2025-08-18;Bronze
200911;Σοφία;Οικονόμου;F;46;Ιωάννινα;Ήπειρος;2025-02-04;Platinum
200912;Γεωργία;Αλεξίου;F;63;Ηράκλειο;Κρήτη;2025-08-04;Bronze
200913;Παναγιώτης;Πετρόπουλος;M;42;Πάτρα;Δυτική Ελλάδα;2025-04-09;Bronze
200914;Χρήστος;Νικολάου;M;45;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-03-31;Bronze
200915;Παναγιώτης;Αλεξίου;M;68;Ιωάννινα;Ήπειρος;2025-11-12;Bronze
200916;Αγγελική;Παπανικολάου;F;35;Σέρρες;Κεντρική Μακεδονία;2024-06-03;Bronze
200917;Βασίλης;Καραγιάννης;M;56;Σέρρες;Κεντρική Μακεδονία;2025-09-24;Bronze
200918;Κατερίνα;Βλάχος;F;64;Λάρισα;Θεσσαλία;2025-12-29;Bronze
200919;Σοφία;Βλάχος;F;30;Χανιά;Κρήτη;2024-12-12;Gold
200920;Παναγιώτης;Σπυρόπουλος;M;29;Βόλος;Θεσσαλία;2025-11-13;Bronze
200921;Δημήτρης;Βλάχος;M;34;Ηράκλειο;Κρήτη;2024-02-05;Gold
200922;Νίκος;Δημητρίου;M;63;Βόλος;Θεσσαλία;2025-11-15;Silver
200923;Μαρία;Ιωαννίδης;F;64;Λάρισα;Θεσσαλία;2025-01-13;Gold
200924;Γεωργία;Κωνσταντίνου;F;49;Βόλος;Θεσσαλία;2025-04-09;Bronze
200925;Δήμητρα;Αλεξίου;F;41;Ηράκλειο;Κρήτη;2025-03-23;Bronze
200926;Σοφία;Μιχαηλίδης;F;42;Τρίκαλα;Θεσσαλία;2025-08-31;Gold
200927;Ελένη;Καρράς;F;31;Λάρισα;Θεσσαλία;2024-05-09;Bronze
200928;Σοφία;Ιωαννίδης;F;19;Χανιά;Κρήτη;2025-12-15;Gold
200929;Γεωργία;Αναστασίου;F;50;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-12-15;Bronze
200930;Γεωργία;Νικολάου;F;38;Βόλος;Θεσσαλία;2025-08-12;Bronze
200931;Ιωάννα;Σταματίου;F;25;Ηράκλειο;Κρήτη;2024-01-14;Silver
200932;Κατερίνα;Βλάχος;F;41;Τρίκαλα;Θεσσαλία;2025-08-25;Platinum
200933;Κατερίνα;Μιχαηλίδης;F;25;Λάρισα;Θεσσαλία;2024-02-23;Platinum
200934;Αγγελική;Χατζής;F;30;Ηράκλειο;Κρήτη;2024-06-10;Platinum
200935;Παναγιώτης;Παπανικολάου;M;37;Ηράκλειο;Κρήτη;2024-02-27;Silver
200936;Άννα;Σπυρόπουλος;F;32;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-11-28;Gold
200937;Βασίλης;Γεωργίου;M;49;Χανιά;Κρήτη;2024-12-30;Gold
200938;Νίκος;Δημητρίου;M;41;Τρίκαλα;Θεσσαλία;2025-07-16;Bronze
200939;Δήμητρα;Σταματίου;F;31;Βόλος;Θεσσαλία;2025-11-04;Bronze
200940;Χρήστος;Ζαχαρίου;M;69;Καβάλα;Ανατολική Μακεδονία & Θράκη;2024-09-22;Bronze
200941;Μαρία;Γεωργίου;F;49;Ηράκλειο;Κρήτη;2025-10-20;Platinum
200942;Βασίλης;Καρράς;M;68;Βόλος;Θεσσαλία;2024-05-31;Bronze
200943;Ιωάννα;Σπυρόπουλος;F;26;Ρόδος;Νότιο Αιγαίο;2025-03-16;Bronze
200944;Χριστίνα;Αλεξίου;F;30;Καβάλα;Ανατολική Μακεδονία & Θράκη;2024-01-04;Bronze
200945;Γιώργος;Ιωαννίδης;M;70;Πάτρα;Δυτική Ελλάδα;2025-03-25;Platinum
200946;Γιώργος;Ιωαννίδης;M;38;Σέρρες;Κεντρική Μακεδονία;2025-06-15;Silver
200947;Γιώργος;Παπαδόπουλος;M;27;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-11-29;Bronze
200948;Νίκος;Αναστασίου;M;29;Βόλος;Θεσσαλία;2025-04-19;Silver
200949;Νίκος;Καρράς;M;19;Ρόδος;Νότιο Αιγαίο;2024-11-04;Bronze
200950;Δημήτρης;Μιχαηλίδης;M;51;Σέρρες;Κεντρική Μακεδονία;2025-12-11;Bronze
200951;Γιώργος;Αλεξίου;M;25;Ηράκλειο;Κρήτη;2025-01-22;Silver
200952;Κατερίνα;Ζαχαρίου;F;67;Ιωάννινα;Ήπειρος;2024-06-29;Gold
200953;Θανάσης;Σταματίου;M;54;Τρίκαλα;Θεσσαλία;2025-10-08;Gold
200954;Ανδρέας;Νικολάου;M;64;Βόλος;Θεσσαλία;2025-09-22;Bronze
200955;Δημήτρης;Νικολάου;M;28;Πάτρα;Δυτική Ελλάδα;2025-10-17;Silver
200956;Άννα;Πετρόπουλος;F;30;Χανιά;Κρήτη;2025-09-09;Silver
200957;Παναγιώτης;Ιωαννίδης;M;72;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-12-08;Silver
200958;Ανδρέας;Βλάχος;M;26;Ηράκλειο;Κρήτη;2025-03-09;Bronze
200959;Μαρία;Καραγιάννης;F;43;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-02-20;Silver
200960;Μαρία;Ζαχαρίου;F;29;Ιωάννινα;Ήπειρος;2025-09-13;Silver
200961;Βασίλης;Σταματίου;M;71;Ηράκλειο;Κρήτη;2025-01-25;Bronze
200962;Μιχάλης;Γεωργίου;M;27;Ιωάννινα;Ήπειρος;2024-04-12;Bronze
200963;Βασίλης;Λαμπρόπουλος;M;58;Πάτρα;Δυτική Ελλάδα;2025-12-24;Bronze
200964;Χριστίνα;Κωνσταντίνου;F;52;Λάρισα;Θεσσαλία;2025-02-16;Silver
200965;Ιωάννα;Κωνσταντίνου;F;26;Πάτρα;Δυτική Ελλάδα;2024-08-02;Platinum
200966;Κώστας;Νικολάου;M;28;Τρίκαλα;Θεσσαλία;2025-06-04;Bronze
200967;Θανάσης;Αναστασίου;M;34;Πάτρα;Δυτική Ελλάδα;2024-12-20;Silver
200968;Κώστας;Σταματίου;M;64;Βόλος;Θεσσαλία;2025-02-18;Bronze
200969;Θανάσης;Παπανικολάου;M;31;Βόλος;Θεσσαλία;2025-11-02;Bronze
200970;Άννα;Καραγιάννης;F;69;Ηράκλειο;Κρήτη;2024-03-09;Gold
200971;Βασίλης;Οικονόμου;M;35;Ιωάννινα;Ήπειρος;2025-12-01;Gold
200972;Ελένη;Βλάχος;F;18;Καβάλα;Ανατολική Μακεδονία & Θράκη;2025-11-16;Bronze
200973;Ελένη;Λαμπρόπουλος;F;38;Πάτρα;Δυτική Ελλάδα;2024-01-14;Gold
200974;Δημήτρης;Μιχαηλίδης;M;29;Ιωάννινα;Ήπειρος;2025-11-07;Bronze
200975;Χριστίνα;Βλάχος;F;54;Τρίκαλα;Θεσσαλία;2025-04-29;Silver
200976;Ελένη;Παπανικολάου;F;64;Λάρισα;Θεσσαλία;2025-05-02;Bronze
200977;Σοφία;Χατζής;F;22;Πάτρα;Δυτική Ελλάδα;2025-10-03;Silver
200978;Ελένη;Καρράς;F;64;Λάρισα;Θεσσαλία;2024-03-14;Bronze
200979;Δήμητρα;Καρράς;F;35;Αθήνα;Αττική;2025-08-06;Platinum
200980;Θανάσης;Μιχαηλίδης;M;55;Ηράκλειο;Κρήτη;2025-08-28;Bronze
200981;Δήμητρα;Σταματίου;F;21;Καβάλα;Ανατολική Μακεδονία & Θράκη;2024-01-01;Gold
200982;Παναγιώτης;Σταματίου;M;45;Πάτρα;Δυτική Ελλάδα;2025-11-13;Bronze
200983;Ελένη;Νικολάου;F;64;Σέρρες;Κεντρική Μακεδονία;2024-04-01;Bronze
200984;Δημήτρης;Χατζής;M;33;Τρίκαλα;Θεσσαλία;2025-03-16;Gold
200985;Ιωάννα;Λαμπρόπουλος;F;54;Σέρρες;Κεντρική Μακεδονία;2025-04-09;Bronze
200986;Άννα;Δημητρίου;F;28;Ιωάννινα;Ήπειρος;2025-05-17;Gold
200987;Νίκος;Πετρόπουλος;M;67;Πάτρα;Δυτική Ελλάδα;2024-05-15;Bronze
200988;Μαρία;Σπυρόπουλος;F;39;Τρίκαλα;Θεσσαλία;2025-08-13;Platinum
200989;Αγγελική;Καρράς;F;40;Ηράκλειο;Κρήτη;2025-10-14;Platinum
200990;Άννα;Γεωργίου;F;56;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-10-07;Gold
200991;Σοφία;Αλεξίου;F;19;Χανιά;Κρήτη;2025-11-19;Silver
200992;Κατερίνα;Βλάχος;F;25;Πάτρα;Δυτική Ελλάδα;2024-02-16;Bronze
200993;Ανδρέας;Παπαδόπουλος;M;67;Βόλος;Θεσσαλία;2025-05-12;Gold
200994;Σοφία;Χατζής;F;58;Καβάλα;Ανατολική Μακεδονία & Θράκη;2024-10-17;Silver
200995;Γιώργος;Νικολάου;M;44;Χανιά;Κρήτη;2025-04-20;Bronze
200996;Αγγελική;Καρράς;F;49;Ιωάννινα;Ήπειρος;2024-10-31;Silver
200997;Σοφία;Δημητρίου;F;44;Ηράκλειο;Κρήτη;2025-01-29;Gold
200998;Μαρία;Κωνσταντίνου;F;72;Βόλος;Θεσσαλία;2024-02-03;Bronze
200999;Ανδρέας;Παπανικολάου;M;62;Ηράκλειο;Κρήτη;2025-04-26;Bronze
201000;Σοφία;Χατζής;F;45;Ρόδος;Νότιο Αιγαίο;2024-07-09;Platinum
201001;Ελένη;Γεωργίου;F;58;Ρόδος;Νότιο Αιγαίο;2025-10-27;Bronze
201002;Άννα;Παπανικολάου;F;31;Αθήνα;Αττική;2025-12-12;Bronze
201003;Μαρία;Σταματίου;F;41;Βόλος;Θεσσαλία;2024-04-22;Bronze
201004;Μιχάλης;Καρράς;M;61;Ηράκλειο;Κρήτη;2025-03-12;Bronze
201005;Ανδρέας;Πετρόπουλος;M;36;Χανιά;Κρήτη;2025-09-27;Gold
201006;Γεωργία;Μιχαηλίδης;F;40;Λάρισα;Θεσσαλία;2025-02-27;Silver
201007;Παναγιώτης;Παπανικολάου;M;66;Λάρισα;Θεσσαλία;2024-10-26;Silver
201008;Σοφία;Δημητρίου;F;68;Λάρισα;Θεσσαλία;2025-09-18;Bronze
201009;Θανάσης;Βλάχος;M;71;Τρίκαλα;Θεσσαλία;2024-09-21;Bronze
201010;Σοφία;Βλάχος;F;54;Λάρισα;Θεσσαλία;2025-02-23;Bronze
201011;Κώστας;Βλάχος;M;21;Ρόδος;Νότιο Αιγαίο;2024-12-02;Silver
201012;Θανάσης;Καραγιάννης;M;64;Ηράκλειο;Κρήτη;2025-08-12;Silver
201013;Ελένη;Βλάχος;F;28;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-01-09;Platinum
201014;Κατερίνα;Οικονόμου;F;62;Πάτρα;Δυτική Ελλάδα;2024-04-27;Gold
201015;Μιχάλης;Παπανικολάου;M;37;Χανιά;Κρήτη;2024-12-22;Bronze
201016;Δήμητρα;Παπανικολάου;F;48;Ρόδος;Νότιο Αιγαίο;2024-05-15;Gold
201017;Γιώργος;Βλάχος;M;18;Αθήνα;Αττική;2024-11-05;Bronze
201018;Σοφία;Μιχαηλίδης;F;22;Πάτρα;Δυτική Ελλάδα;2025-09-17;Bronze
201019;Γιώργος;Νικολάου;M;65;Βόλος;Θεσσαλία;2024-04-19;Bronze
201020;Δημήτρης;Σπυρόπουλος;M;39;Ιωάννινα;Ήπειρος;2024-12-30;Silver
201021;Άννα;Παπανικολάου;F;55;Βόλος;Θεσσαλία;2025-10-05;Silver
201022;Μαρία;Λαμπρόπουλος;F;45;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-08-10;Silver
201023;Παναγιώτης;Ιωαννίδης;M;53;Λάρισα;Θεσσαλία;2024-07-12;Bronze
201024;Χριστίνα;Μιχαηλίδης;F;32;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-03-15;Bronze
201025;Μαρία;Αλεξίου;F;36;Πάτρα;Δυτική Ελλάδα;2024-07-14;Gold
201026;Κώστας;Οικονόμου;M;72;Ηράκλειο;Κρήτη;2024-07-18;Bronze
201027;Κατερίνα;Κωνσταντίνου;F;44;Ηράκλειο;Κρήτη;2025-11-02;Bronze
201028;Άννα;Σπυρόπουλος;F;63;Ρόδος;Νότιο Αιγαίο;2025-03-01;Silver
201029;Αγγελική;Παπαδόπουλος;F;20;Χανιά;Κρήτη;2025-10-28;Bronze
201030;Θανάσης;Κωνσταντίνου;M;42;Ρόδος;Νότιο Αιγαίο;2024-02-21;Bronze
201031;Μιχάλης;Σπυρόπουλος;M;36;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-04-21;Bronze
201032;Παναγιώτης;Αλεξίου;M;71;Βόλος;Θεσσαλία;2024-02-29;Bronze
201033;Μαρία;Σταματίου;F;28;Χανιά;Κρήτη;2025-09-16;Platinum
201034;Χριστίνα;Παπανικολάου;F;29;Καβάλα;Ανατολική Μακεδονία & Θράκη;2024-12-10;Silver
201035;Δημήτρης;Αλεξίου;M;26;Χανιά;Κρήτη;2024-06-05;Silver
201036;Γιώργος;Νικολάου;M;19;Πάτρα;Δυτική Ελλάδα;2024-12-04;Bronze
201037;Δημήτρης;Αλεξίου;M;18;Ηράκλειο;Κρήτη;2024-01-23;Bronze
201038;Χριστίνα;Σπυρόπουλος;F;46;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-12-09;Bronze
201039;Ιωάννα;Ιωαννίδης;F;70;Αθήνα;Αττική;2025-03-24;Gold
201040;Μιχάλης;Πετρόπουλος;M;57;Βόλος;Θεσσαλία;2024-11-18;Bronze
201041;Κώστας;Κωνσταντίνου;M;59;Βόλος;Θεσσαλία;2024-08-03;Bronze
201042;Δημήτρης;Χατζής;M;53;Λάρισα;Θεσσαλία;2025-05-14;Bronze
201043;Δημήτρης;Κωνσταντίνου;M;63;Πάτρα;Δυτική Ελλάδα;2024-02-17;Bronze
201044;Ιωάννα;Δημητρίου;F;69;Ρόδος;Νότιο Αιγαίο;2024-01-17;Bronze
201045;Κώστας;Νικολάου;M;36;Αθήνα;Αττική;2025-01-17;Bronze
201046;Σοφία;Λαμπρόπουλος;F;47;Τρίκαλα;Θεσσαλία;2024-04-14;Gold
201047;Ιωάννα;Παπανικολάου;F;70;Λάρισα;Θεσσαλία;2025-02-27;Bronze
201048;Παναγιώτης;Οικονόμου;M;42;Βόλος;Θεσσαλία;2025-10-17;Silver
201049;Κατερίνα;Καραγιάννης;F;58;Πάτρα;Δυτική Ελλάδα;2024-12-13;Silver
201050;Κώστας;Νικολάου;M;38;Ρόδος;Νότιο Αιγαίο;2024-02-11;Gold
201051;Χριστίνα;Μιχαηλίδης;F;66;Χανιά;Κρήτη;2024-10-15;Silver
201052;Δημήτρης;Καραγιάννης;M;33;Σέρρες;Κεντρική Μακεδονία;2024-07-11;Silver
201053;Κώστας;Γεωργίου;M;26;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-03-29;Platinum
201054;Βασίλης;Σπυρόπουλος;M;50;Αθήνα;Αττική;2024-08-29;Silver
201055;Γεωργία;Οικονόμου;F;60;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-04-10;Gold
201056;Σοφία;Οικονόμου;F;69;Σέρρες;Κεντρική Μακεδονία;2024-08-18;Silver
201057;Ελένη;Χατζής;F;57;Ρόδος;Νότιο Αιγαίο;2024-09-14;Silver
201058;Θανάσης;Παπανικολάου;M;65;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-05-20;Bronze
201059;Κώστας;Καραγιάννης;M;42;Τρίκαλα;Θεσσαλία;2024-09-17;Bronze
201060;Κατερίνα;Σταματίου;F;19;Βόλος;Θεσσαλία;2024-10-23;Bronze
201061;Χρήστος;Σταματίου;M;42;Σέρρες;Κεντρική Μακεδονία;2024-11-24;Silver
201062;Γεωργία;Μιχαηλίδης;F;72;Ηράκλειο;Κρήτη;2024-07-18;Silver
201063;Βασίλης;Αλεξίου;M;30;Λάρισα;Θεσσαλία;2024-10-28;Bronze
201064;Παναγιώτης;Ζαχαρίου;M;71;Χανιά;Κρήτη;2025-05-26;Silver
201065;Μαρία;Κωνσταντίνου;F;47;Αθήνα;Αττική;2024-06-19;Bronze
201066;Γεωργία;Μιχαηλίδης;F;67;Χανιά;Κρήτη;2025-12-01;Bronze
201067;Άννα;Σπυρόπουλος;F;49;Λάρισα;Θεσσαλία;2025-09-30;Silver
201068;Χρήστος;Καρράς;M;58;Σέρρες;Κεντρική Μακεδονία;2024-08-02;Bronze
201069;Χριστίνα;Βλάχος;F;35;Πάτρα;Δυτική Ελλάδα;2025-04-08;Gold
201070;Δήμητρα;Σταματίου;F;28;Βόλος;Θεσσαλία;2025-08-03;Bronze
201071;Ελένη;Μιχαηλίδης;F;40;Χανιά;Κρήτη;2024-03-26;Bronze
201072;Γιώργος;Ιωαννίδης;M;54;Τρίκαλα;Θεσσαλία;2024-06-10;Bronze
201073;Ελένη;Δημητρίου;F;38;Ιωάννινα;Ήπειρος;2024-08-11;Bronze
201074;Δήμητρα;Χατζής;F;43;Ηράκλειο;Κρήτη;2025-03-22;Bronze
201075;Χρήστος;Σταματίου;M;70;Ρόδος;Νότιο Αιγαίο;2024-10-30;Silver
201076;Γιώργος;Καρράς;M;42;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-12-09;Silver
201077;Βασίλης;Παπανικολάου;M;24;Ηράκλειο;Κρήτη;2024-07-28;Silver
201078;Βασίλης;Οικονόμου;M;20;Λάρισα;Θεσσαλία;2025-08-10;Silver
201079;Κώστας;Δημητρίου;M;70;Σέρρες;Κεντρική Μακεδονία;2024-03-26;Bronze
201080;Νίκος;Σταματίου;M;68;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-01-16;Silver
201081;Ανδρέας;Λαμπρόπουλος;M;27;Ιωάννινα;Ήπειρος;2025-07-10;Bronze
201082;Χριστίνα;Αναστασίου;F;18;Θεσσαλονίκη;Κεντρική Μακεδονία;2025-08-19;Bronze
201083;Σοφία;Λαμπρόπουλος;F;52;Αθήνα;Αττική;2025-02-02;Bronze
201084;Κατερίνα;Παπαδόπουλος;F;20;Ιωάννινα;Ήπειρος;2024-06-30;Silver
201085;Ιωάννα;Ζαχαρίου;F;48;Ηράκλειο;Κρήτη;2024-11-17;Silver
201086;Χριστίνα;Αναστασίου;F;43;Τρίκαλα;Θεσσαλία;2024-11-14;Gold
201087;Θανάσης;Καρράς;M;64;Πάτρα;Δυτική Ελλάδα;2024-08-10;Bronze
201088;Νίκος;Πετρόπουλος;M;27;Τρίκαλα;Θεσσαλία;2025-03-22;Gold
201089;Νίκος;Αλεξίου;M;29;Αθήνα;Αττική;2024-11-08;Silver
201090;Παναγιώτης;Σταματίου;M;57;Λάρισα;Θεσσαλία;2025-06-28;Bronze
201091;Παναγιώτης;Καραγιάννης;M;50;Ρόδος;Νότιο Αιγαίο;2025-12-17;Gold
201092;Μιχάλης;Πετρόπουλος;M;46;Πάτρα;Δυτική Ελλάδα;2025-02-20;Silver
201093;Γεωργία;Ζαχαρίου;F;24;Σέρρες;Κεντρική Μακεδονία;2024-06-13;Silver
201094;Νίκος;Λαμπρόπουλος;M;19;Αθήνα;Αττική;2024-08-12;Gold
201095;Χριστίνα;Παπαδόπουλος;F;65;Τρίκαλα;Θεσσαλία;2024-06-21;Silver
201096;Γιώργος;Ιωαννίδης;M;30;Τρίκαλα;Θεσσαλία;2024-06-14;Silver
201097;Βασίλης;Μιχαηλίδης;M;30;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-01-04;Bronze
201098;Ανδρέας;Σταματίου;M;35;Ηράκλειο;Κρήτη;2025-06-26;Gold
201099;Ανδρέας;Λαμπρόπουλος;M;62;Πάτρα;Δυτική Ελλάδα;2025-03-03;Gold
201100;Θανάσης;Πετρόπουλος;M;21;Αθήνα;Αττική;2025-04-06;Bronze
201101;Κατερίνα;Σπυρόπουλος;F;66;Ιωάννινα;Ήπειρος;2024-09-06;Gold
201102;Βασίλης;Αλεξίου;M;50;Ρόδος;Νότιο Αιγαίο;2025-01-29;Silver
201103;Δημήτρης;Καραγιάννης;M;44;Τρίκαλα;Θεσσαλία;2024-03-26;Silver
201104;Βασίλης;Μιχαηλίδης;M;29;Ιωάννινα;Ήπειρος;2025-04-10;Bronze
201105;Αγγελική;Αναστασίου;F;67;Θεσσαλονίκη;Κεντρική Μακεδονία;2024-01-01;Platinum
201106;Κώστας;Ζαχαρίου;M;68;Πάτρα;Δυτική Ελλάδα;2024-07-24;Gold
